solver,preconditioner,n_rows,n_cols,sparsity,n_channels,solve_normal_equation,condition_est_before_pc,condition_est_after_pc,min_time_normal_eq_in_s,min_time_preconditioning_in_s,min_time_solver_in_s,median_time_normal_eq_in_s,median_time_preconditioning_in_s,median_time_solver_in_s,median_memory_normal_eq_in_mb,median_memory_preconditioning_in_mb,median_memory_solver_in_mb,residual_norm,iterations,converged
unfold_default,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005085777,NaN,NaN,0.0075309565,NaN,NaN,0.844024,6.36197603240912e-17,,true
gmres,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004046073,NaN,NaN,0.006131832,NaN,NaN,0.805136,4.689853295843357e-13,1.0,true
klu,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004782493,NaN,NaN,0.006530184,NaN,NaN,1.162472,0.0,,true
bilq,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.332402536,NaN,NaN,0.332402536,NaN,NaN,10.005776,NaN,,false
lslq,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004382606,NaN,NaN,0.007759294,NaN,NaN,0.531728,1.073851443581111e-7,13.0,true
qr,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006241406,NaN,NaN,0.008062565,NaN,NaN,2.489736,1.1204667418453956e-15,,true
cg_iterative,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004483937,NaN,NaN,0.0066677655,NaN,NaN,1.09544,4.689449584352916e-13,1.0,true
diom,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004217594,NaN,NaN,0.005209426,NaN,NaN,0.909584,4.689853295843357e-13,1.0,true
unfold_robust,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.010143692,NaN,NaN,0.0159234535,NaN,NaN,3.119768,NaN,,false
qmr,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.231984341,NaN,NaN,0.231984341,NaN,NaN,10.019072,NaN,,false
internal,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005431043,NaN,NaN,0.008095082,NaN,NaN,3.245368,0.0,,true
cgls_lanczos_shift,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004654676,NaN,NaN,0.0069371695,NaN,NaN,0.537872,2.415150095731836e-5,11.0,true
lsqr,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004293114,NaN,NaN,0.0063470755,NaN,NaN,0.5348,2.415249805979499e-5,11.0,true
cgls,ldl_reg,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004344671,NaN,NaN,0.0071348615,NaN,NaN,0.512272,2.4152498053175533e-5,11.0,true
crls,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004778241,NaN,NaN,0.007362869,NaN,NaN,0.537344,1.3123393760216885e-6,12.0,true
lu,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005701093,NaN,NaN,0.008190681,NaN,NaN,3.571176,8.88312240824431e-16,,true
lsmr,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004316676,NaN,NaN,0.006058953,NaN,NaN,0.537344,1.3123660071865264e-6,12.0,true
bicgstab,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004064333,NaN,NaN,0.006664669,NaN,NaN,0.530176,6.563176664293553e-8,4.0,true
gmres_iterative,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005087732,NaN,NaN,0.0074035,NaN,NaN,1.522944,3.971300106574369e-12,5.0,true
bicgstabl,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005169495,NaN,NaN,0.008331164,NaN,NaN,1.824,1.2199007515200126e-6,5.0,true
cg,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004187343,NaN,NaN,0.005948426,NaN,NaN,0.502512,1.0169089233422807e-12,5.0,true
dqgmres,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004346361,NaN,NaN,0.0067135655,NaN,NaN,0.936704,1.9294580478342435e-12,5.0,true
unfold_default,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005669693,NaN,NaN,0.007258368,NaN,NaN,0.965352,4.644642416214143e-7,,true
gmres,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004058311,NaN,NaN,0.006368694,NaN,NaN,0.804608,2.1330163205003924e-12,5.0,true
klu,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004802637,NaN,NaN,0.007509895,NaN,NaN,1.224552,8.882499911004765e-16,,true
bilq,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.757485607,NaN,NaN,0.757485607,NaN,NaN,21.985024,NaN,,false
lslq,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004475304,NaN,NaN,0.007696184,NaN,NaN,0.5312,1.0741529770809848e-5,13.0,true
qr,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006109729,NaN,NaN,0.006482598,NaN,NaN,2.84484,1.1964877133155309e-16,,true
cg_iterative,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004332636,NaN,NaN,0.007118731,NaN,NaN,1.1072,1.0420480208744355e-12,5.0,true
diom,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004505149,NaN,NaN,0.007141764,NaN,NaN,0.909056,9.64935548239694e-13,5.0,true
unfold_robust,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.009900778,NaN,NaN,0.016297725,NaN,NaN,3.35892,NaN,,false
qmr,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.648801604,NaN,NaN,0.648801604,NaN,NaN,21.994224,NaN,,false
internal,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006324341,NaN,NaN,0.007998931,NaN,NaN,3.58268,8.88312240824431e-16,,true
cgls_lanczos_shift,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004807517,NaN,NaN,0.0072543805,NaN,NaN,0.537344,1.3123393760216885e-6,12.0,true
lsqr,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004528142,NaN,NaN,0.006802347,NaN,NaN,0.534272,1.3123613781818597e-6,12.0,true
cgls,lldl,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004229452,NaN,NaN,0.005844947,NaN,NaN,0.511744,1.3123501835245334e-6,12.0,true
crls,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
lu,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
lsmr,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
bicgstab,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
gmres_iterative,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
bicgstabl,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
cg,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
dqgmres,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
unfold_default,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
gmres,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
klu,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
bilq,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
lslq,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
qr,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
cg_iterative,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
diom,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
unfold_robust,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
qmr,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
internal,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
cgls_lanczos_shift,none,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
lsqr,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
cgls,none,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
crls,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005397162,NaN,NaN,0.009433311,NaN,NaN,1.120112,0.0004036690816786465,14.0,true
lu,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.007839342,NaN,NaN,0.0105487185,NaN,NaN,2.996536,4.549106024304828e-13,,true
lsmr,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005040823,NaN,NaN,0.008058453,NaN,NaN,0.828272,4.079594721250331e-6,15.0,true
bicgstab,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004975812,NaN,NaN,0.008510941,NaN,NaN,0.92568,5.723358071407426e-5,10.0,true
gmres_iterative,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005318535,NaN,NaN,0.008935688,NaN,NaN,2.145648,2.0449737350138697e-5,12.0,true
bicgstabl,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004752613,NaN,NaN,0.006843905,NaN,NaN,1.823088,2.9405841749885897e-9,5.0,true
cg,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004611388,NaN,NaN,0.00598814,NaN,NaN,0.754528,2.2303501664285277e-5,12.0,true
dqgmres,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004847071,NaN,NaN,0.007563916,NaN,NaN,1.18872,2.0744569560072374e-5,12.0,true
unfold_default,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006900151,NaN,NaN,0.008587947,NaN,NaN,1.019592,0.0013650402247808626,,true
gmres,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004780265,NaN,NaN,0.009110206,NaN,NaN,1.056624,2.0712964061088695e-5,12.0,true
klu,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005339664,NaN,NaN,0.008020502,NaN,NaN,1.120056,1.0421434022035758e-12,,true
bilq,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.419201227,NaN,NaN,0.419201227,NaN,NaN,22.002648,NaN,,false
lslq,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005679582,NaN,NaN,0.008769016,NaN,NaN,0.860736,1.1464475131473611e-5,16.0,true
qr,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.0066224,NaN,NaN,0.00989621,NaN,NaN,2.388552,1.0072100902422624e-12,,true
cg_iterative,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.00478815,NaN,NaN,0.005964456,NaN,NaN,1.361264,1.7987840817195633e-5,12.0,true
diom,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005139399,NaN,NaN,0.007886576,NaN,NaN,1.161072,1.9966514298049543e-5,12.0,true
unfold_robust,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.013443112,NaN,NaN,0.014917637,NaN,NaN,2.958312,NaN,,false
qmr,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.418090093,NaN,NaN,0.418090093,NaN,NaN,22.012768,NaN,,false
internal,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005131844,NaN,NaN,0.008879333,NaN,NaN,1.156456,1.1139472164909242e-12,,true
cgls_lanczos_shift,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005821819,NaN,NaN,0.011121859,NaN,NaN,1.120112,6.120026320277435e-6,14.0,true
lsqr,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.00482552,NaN,NaN,0.008468182,NaN,NaN,0.824896,0.00013402869694387974,14.0,true
cgls,nystrom,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005179685,NaN,NaN,0.0082144255,NaN,NaN,1.076272,6.805997162720978e-6,15.0,true
crls,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005281625,NaN,NaN,0.008925119,NaN,NaN,1.15304,0.0001806608888249192,14.0,true
lu,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005810788,NaN,NaN,0.009273693,NaN,NaN,2.963208,4.549106024304828e-13,,true
lsmr,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005036025,NaN,NaN,0.008198726,NaN,NaN,0.84584,0.0001822390398576429,14.0,true
bicgstab,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005044791,NaN,NaN,0.007472314,NaN,NaN,0.942352,2.872996943101496e-8,11.0,true
gmres_iterative,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
bicgstabl,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
cg,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004707148,NaN,NaN,0.0069136465,NaN,NaN,0.770048,2.0501950746210654e-5,12.0,true
dqgmres,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004984518,NaN,NaN,0.008782882,NaN,NaN,1.20424,1.945725784777664e-5,12.0,true
unfold_default,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006275911,NaN,NaN,0.008410945,NaN,NaN,0.996696,0.0013650402247808626,,true
gmres,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004995859,NaN,NaN,0.008126862,NaN,NaN,1.072144,2.0831125659765648e-5,12.0,true
klu,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004885473,NaN,NaN,0.0068721835,NaN,NaN,1.097048,1.0421434022035758e-12,,true
bilq,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.346408081,NaN,NaN,0.346408081,NaN,NaN,22.01612,NaN,,false
lslq,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006108397,NaN,NaN,0.0080363375,NaN,NaN,0.896656,2.797517854672947e-5,16.0,true
qr,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006171655,NaN,NaN,0.008637239,NaN,NaN,2.365176,1.0072100902422624e-12,,true
cg_iterative,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
diom,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004836651,NaN,NaN,0.007413023,NaN,NaN,1.176592,2.0465468133191437e-5,12.0,true
unfold_robust,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.013779513,NaN,NaN,0.0171662945,NaN,NaN,2.935608,NaN,,false
qmr,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.391531748,NaN,NaN,0.391531748,NaN,NaN,22.03136,NaN,,false
internal,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005174184,NaN,NaN,0.008904891,NaN,NaN,1.133624,1.1139472164909242e-12,,true
cgls_lanczos_shift,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005554928,NaN,NaN,0.009088094,NaN,NaN,1.15304,0.0002167418152813305,14.0,true
lsqr,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004803198,NaN,NaN,0.007686446,NaN,NaN,0.842128,0.00038559376998383314,14.0,true
cgls,nystrom_inv,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005568484,NaN,NaN,0.00839791,NaN,NaN,1.07816,1.4686512917843244e-6,15.0,true
crls,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.00543907,NaN,NaN,0.0076989845,NaN,NaN,1.068976,4.852285848643338e-7,12.0,true
lu,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005701683,NaN,NaN,0.0091117585,NaN,NaN,3.014136,4.549106024304828e-13,,true
lsmr,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004927882,NaN,NaN,0.007139559,NaN,NaN,0.816048,4.7229827137909223e-7,12.0,true
bicgstab,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004617109,NaN,NaN,0.0073639405,NaN,NaN,0.692128,3.734715512197124e-7,3.0,true
gmres_iterative,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005195193,NaN,NaN,0.007131374,NaN,NaN,1.825184,5.397717699085046e-8,5.0,true
bicgstabl,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005000959,NaN,NaN,0.0075007575,NaN,NaN,1.84976,1.0182931255836965e-7,5.0,true
cg,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004396745,NaN,NaN,0.00546022,NaN,NaN,0.645008,5.397262915088764e-8,5.0,true
dqgmres,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004385855,NaN,NaN,0.005435464,NaN,NaN,1.0792,5.397729989305894e-8,5.0,true
unfold_default,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.007184965,NaN,NaN,0.0084787915,NaN,NaN,1.04628,0.0013650402247808626,,true
gmres,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004632688,NaN,NaN,0.007955385,NaN,NaN,0.947104,5.39772711001073e-8,5.0,true
klu,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004909247,NaN,NaN,0.007395209,NaN,NaN,1.146728,1.0421434022035758e-12,,true
bilq,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,1.264237645,NaN,NaN,1.264237645,NaN,NaN,27.386888,NaN,,false
lslq,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005552273,NaN,NaN,0.008744199,NaN,NaN,0.82936,9.547303529811915e-6,13.0,true
qr,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006154392,NaN,NaN,0.0095433535,NaN,NaN,2.414904,1.0072100902422624e-12,,true
cg_iterative,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004917312,NaN,NaN,0.0066442,NaN,NaN,1.207712,0.00010136984667842018,4.0,true
diom,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004760297,NaN,NaN,0.006101733,NaN,NaN,1.051552,5.397754216199988e-8,5.0,true
unfold_robust,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.015162847,NaN,NaN,0.0192945905,NaN,NaN,2.98508,NaN,,false
qmr,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.952788694,NaN,NaN,0.952788694,NaN,NaN,27.388816,NaN,,false
internal,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006257545,NaN,NaN,0.007521295,NaN,NaN,1.183272,1.1139472164909242e-12,,true
cgls_lanczos_shift,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005467086,NaN,NaN,0.00805598,NaN,NaN,1.06896,4.7381804929924616e-7,12.0,true
lsqr,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004825893,NaN,NaN,0.006103323,NaN,NaN,0.812976,4.789617930948632e-7,12.0,true
cgls,nystrom_sketch,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005820342,NaN,NaN,0.009168992,NaN,NaN,1.02392,5.330951668083354e-7,12.0,true
crls,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.046997192,NaN,NaN,0.0473161,NaN,NaN,21.731648,109.79834242179571,13.0,true
lu,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006537231,NaN,NaN,0.008859786,NaN,NaN,2.937936,1.1103660792734966e-15,,true
lsmr,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.038300963,NaN,NaN,0.038499475,NaN,NaN,18.663232,109.79834242179403,13.0,true
bicgstab,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004390214,NaN,NaN,0.005855021,NaN,NaN,0.52252,4.1030457578276876e-5,10.0,true
gmres_iterative,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005184614,NaN,NaN,0.008007989,NaN,NaN,1.542936,3.606267402730697e-5,12.0,true
bicgstabl,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005139128,NaN,NaN,0.006172421,NaN,NaN,1.816344,1.397185578906691e-7,5.0,true
cg,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004093387,NaN,NaN,0.006282377,NaN,NaN,0.494856,3.323203143258646e-5,12.0,true
dqgmres,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004403118,NaN,NaN,0.0068957425,NaN,NaN,0.929048,3.606267409739247e-5,12.0,true
unfold_default,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.063870587,NaN,NaN,0.07289109,NaN,NaN,44.853944,93.95079091216624,,true
gmres,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004477858,NaN,NaN,0.007897687,NaN,NaN,0.796952,3.606267404508027e-5,12.0,true
klu,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004742795,NaN,NaN,0.007295097,NaN,NaN,1.071936,9.421330351024384e-16,,true
bilq,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004633279,NaN,NaN,0.006348777,NaN,NaN,0.54812,3.323204542666e-5,12.0,true
lslq,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.040639779,NaN,NaN,0.041048084,NaN,NaN,18.657088,109.79834242160312,14.0,true
qr,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.171076588,NaN,NaN,0.171076588,NaN,NaN,272.802408,93.95079091204461,,true
cg_iterative,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004503396,NaN,NaN,0.0080099975,NaN,NaN,1.12412,3.32320256334412e-5,12.0,true
diom,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004607891,NaN,NaN,0.007044973,NaN,NaN,0.9014,3.6054085661312886e-5,12.0,true
unfold_robust,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.010538865,NaN,NaN,0.0165017485,NaN,NaN,2.910432,NaN,,false
qmr,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004668295,NaN,NaN,0.007012441,NaN,NaN,0.561416,3.323520328168394e-5,12.0,true
internal,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.125579119,NaN,NaN,0.125579119,NaN,NaN,272.802344,93.95079091204461,,true
cgls_lanczos_shift,row,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004461497,NaN,NaN,0.006884171,NaN,NaN,0.529688,0.000315793310766443,13.0,true
lsqr,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.039137931,NaN,NaN,0.041588007,NaN,NaN,18.66016,109.79834242179403,13.0,true
cgls,row,6008,16,0.1664239347536618,64,false,NaN,NaN,NaN,NaN,0.042167183,NaN,NaN,0.042929502,NaN,NaN,18.637632,109.79834242179362,13.0,true
crls,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005861122,NaN,NaN,0.009022041,NaN,NaN,0.989648,1.6398916285405553e-5,12.0,true
lu,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006314463,NaN,NaN,0.008906985,NaN,NaN,2.99652,4.549106024304828e-13,,true
lsmr,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005505596,NaN,NaN,0.008683421,NaN,NaN,0.776656,1.639891247911653e-5,12.0,true
bicgstab,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004763333,NaN,NaN,0.00714488,NaN,NaN,0.701392,7.719266670248427e-7,4.0,true
gmres_iterative,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005309477,NaN,NaN,0.008713382,NaN,NaN,1.803776,7.924939574347186e-6,6.0,true
bicgstabl,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004659148,NaN,NaN,0.005229588,NaN,NaN,1.85032,1.2030708539404874e-7,5.0,true
