solver,preconditioner,n_rows,n_cols,sparsity,n_channels,solve_normal_equation,condition_est_before_pc,condition_est_after_pc,min_time_normal_eq_in_s,min_time_preconditioning_in_s,min_time_solver_in_s,median_time_normal_eq_in_s,median_time_preconditioning_in_s,median_time_solver_in_s,median_memory_normal_eq_in_mb,median_memory_preconditioning_in_mb,median_memory_solver_in_mb,residual_norm,iterations,converged
cg,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004801505,NaN,NaN,0.007233767,NaN,NaN,0.641984,7.679555007011942e-6,6.0,true
dqgmres,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004813027,NaN,NaN,0.0072859495,NaN,NaN,1.076688,7.924939894894437e-6,6.0,true
unfold_default,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005574785,NaN,NaN,0.007762368,NaN,NaN,1.029,0.0013650402247808626,,true
gmres,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004857901,NaN,NaN,0.00770459,NaN,NaN,0.944592,7.924939898804796e-6,6.0,true
klu,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005361225,NaN,NaN,0.0080695195,NaN,NaN,1.129448,1.0421434022035758e-12,,true
bilq,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.271137929,NaN,NaN,0.271137929,NaN,NaN,13.7136,NaN,,false
lslq,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005600524,NaN,NaN,0.007836457,NaN,NaN,0.804304,2.1646999188398513e-5,14.0,true
qr,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006571224,NaN,NaN,0.010328891,NaN,NaN,2.398088,1.0072100902422624e-12,,true
cg_iterative,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004799281,NaN,NaN,0.009074319,NaN,NaN,1.283776,7.679555209877494e-6,6.0,true
diom,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004882507,NaN,NaN,0.007026067,NaN,NaN,1.04904,8.061150524484646e-6,6.0,true
unfold_robust,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.011273173,NaN,NaN,0.018202268,NaN,NaN,2.967864,NaN,,false
qmr,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.260597139,NaN,NaN,0.260597139,NaN,NaN,13.724096,NaN,,false
internal,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.00605167,NaN,NaN,0.008936435,NaN,NaN,1.165832,1.1139472164909242e-12,,true
cgls_lanczos_shift,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006074533,NaN,NaN,0.0089903015,NaN,NaN,0.989648,1.6398916285405553e-5,12.0,true
lsqr,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005239727,NaN,NaN,0.007372788,NaN,NaN,0.773584,1.6398438570707502e-5,12.0,true
cgls,ruge_stuben,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005767326,NaN,NaN,0.00950155,NaN,NaN,0.947664,1.6398578038696733e-5,12.0,true
crls,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006006074,NaN,NaN,0.0090434005,NaN,NaN,1.019912,1.9136996021149165e-5,13.0,true
lu,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006112383,NaN,NaN,0.008496745,NaN,NaN,2.99304,4.549106024304828e-13,,true
lsmr,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005174315,NaN,NaN,0.0074152815,NaN,NaN,0.790536,1.9119241270359405e-5,13.0,true
bicgstab,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004866116,NaN,NaN,0.00812087,NaN,NaN,0.694168,4.319288953802101e-7,4.0,true
gmres_iterative,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005128348,NaN,NaN,0.0070118855,NaN,NaN,1.80164,2.6569835368548e-5,6.0,true
bicgstabl,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005093483,NaN,NaN,0.008342346,NaN,NaN,1.847192,4.1156225115002825e-8,5.0,true
cg,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.00434017,NaN,NaN,0.007797824,NaN,NaN,0.639368,2.0132645154797962e-5,6.0,true
dqgmres,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004760408,NaN,NaN,0.0077329875,NaN,NaN,1.074328,2.6569834158483914e-5,6.0,true
unfold_default,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006932161,NaN,NaN,0.009425241,NaN,NaN,1.026496,0.0013650402247808626,,true
gmres,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004844075,NaN,NaN,0.0078953775,NaN,NaN,0.942232,2.6569834106367444e-5,6.0,true
klu,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005018672,NaN,NaN,0.0068433445,NaN,NaN,1.126352,1.0421434022035758e-12,,true
bilq,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.240428949,NaN,NaN,0.240428949,NaN,NaN,13.713648,NaN,,false
lslq,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005366625,NaN,NaN,0.008284527,NaN,NaN,0.83252,1.273801366975877e-8,16.0,true
qr,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.007311312,NaN,NaN,0.01296251,NaN,NaN,2.394896,1.0072100902422624e-12,,true
cg_iterative,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005065239,NaN,NaN,0.006912694,NaN,NaN,1.280648,0.00010885826611388618,5.0,true
diom,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.004828866,NaN,NaN,0.007357208,NaN,NaN,1.04668,2.7242134551645648e-5,6.0,true
unfold_robust,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.010786279,NaN,NaN,0.016399506,NaN,NaN,2.964928,NaN,,false
qmr,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.274712624,NaN,NaN,0.274712624,NaN,NaN,13.720968,NaN,,false
internal,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005413042,NaN,NaN,0.008619706,NaN,NaN,1.163456,1.1139472164909242e-12,,true
cgls_lanczos_shift,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.006576584,NaN,NaN,0.012019126,NaN,NaN,1.019288,1.9136996021149165e-5,13.0,true
lsqr,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005146011,NaN,NaN,0.0080921315,NaN,NaN,0.787464,1.896516665412373e-5,13.0,true
cgls,smoothed_aggregation,6008,16,0.1664239347536618,64,true,NaN,NaN,NaN,NaN,0.005804506,NaN,NaN,0.007931145,NaN,NaN,0.977928,1.9003237797688002e-5,13.0,true
